Id,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFullBath,BsmtHalfBath,FullBath,GarageArea,GarageCars,GarageYrBlt,GrLivArea,HalfBath,KitchenAbvGr,LotArea,LowQualFinSF,MSSubClass,MasVnrArea,OverallCond,OverallQual,YearBuilt,YearRemodAdd,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_TwnhsE,BldgType_Twnhs,Condition1_Norm,Condition1_Feedr,Condition1_PosN,Condition1_Artery,Condition1_RRAe,Condition1_RRNn,Condition1_RRAn,Condition1_PosA,Condition1_RRNe,Condition2_Norm,Condition2_Artery,Condition2_RRNn,Condition2_Feedr,Condition2_PosN,Condition2_PosA,Condition2_RRAn,Condition2_RRAe,GarageFinish_RFn,GarageFinish_Unf,GarageFinish_Fin,GarageType_Attchd,GarageType_Detchd,GarageType_BuiltIn,GarageType_CarPort,GarageType_Basment,GarageType_2Types,HouseStyle_2Story,HouseStyle_1Story,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_SFoyer,HouseStyle_SLvl,HouseStyle_2.5Unf,HouseStyle_2.5Fin,MSZoning_RL,MSZoning_RM,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MasVnrType_BrkCmn,Neighborhood_CollgCr,Neighborhood_Veenker,Neighborhood_Crawfor,Neighborhood_NoRidge,Neighborhood_Mitchel,Neighborhood_Somerst,Neighborhood_NWAmes,Neighborhood_OldTown,Neighborhood_BrkSide,Neighborhood_Sawyer,Neighborhood_NridgHt,Neighborhood_NAmes,Neighborhood_SawyerW,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Edwards,Neighborhood_Timber,Neighborhood_Gilbert,Neighborhood_StoneBr,Neighborhood_ClearCr,Neighborhood_NPkVill,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_SWISU,Neighborhood_Blueste,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Gambrel,RoofStyle_Mansard,RoofStyle_Flat,RoofStyle_Shed,SaleCondition_Normal,SaleCondition_Abnorml,SaleCondition_Partial,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family
11,-0.05023386098034888,-0.3258922298342578,0.03494347379239471,0.38007084904582333,-0.06136441549537196,-0.28400137033230555,-0.1194550693876348,-0.306648389307745,-0.08406029357116314,-0.1736095890216452,-0.3802672147995889,-0.029690533287655658,0.009646272825591252,-0.008824090029802152,-0.4369143340789553,-0.12775164019337015,-0.14114422747516264,-0.24201591108065934,-0.09148954128622593,-0.6421491378325906,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12,0.00941747277306427,0.7801610389308753,0.2849434737923947,0.38007084904582333,-0.06136441549537196,0.7159986296676945,0.35366321018225766,0.49335161069225497,0.17234996283909326,0.31018845167164794,-0.3802672147995889,-0.029690533287655658,0.016414367429344556,-0.008824090029802152,0.03367390121516235,0.22974835980662983,-0.14114422747516264,0.6468729778082296,0.4882206036413103,0.724517528834076,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13,-0.10400407732145368,-0.3258922298342578,-0.2150565262076053,0.38007084904582333,-0.06136441549537196,-0.28400137033230555,-0.16246582207580684,-0.306648389307745,-0.10329106280193237,-0.221838677190447,-0.3802672147995889,-0.029690533287655658,0.026173885062381084,-0.008824090029802152,-0.4369143340789553,-0.12775164019337015,0.10885577252483736,-0.24201591108065934,-0.13496780215579116,-0.7421491378325906,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
14,0.14048237510450726,-0.3258922298342578,0.03494347379239471,-0.28659581762084335,-0.06136441549537196,0.21599862966769445,0.49344815641881684,0.49335161069225497,0.17876021924934968,-0.002547041922926267,-0.3802672147995889,-0.029690533287655658,0.004523460887943727,-0.008824090029802152,-0.4369143340789553,0.25474835980662985,-0.14114422747516264,0.2024285333637851,0.5027133572644987,0.7578508621674094,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
15,0.039243139649770845,-0.3258922298342578,-0.2150565262076053,0.38007084904582333,-0.06136441549537196,-0.28400137033230555,-0.16246582207580684,-0.306648389307745,-0.11611157562244519,-0.09335337199074842,0.6197327852004111,-0.029690533287655658,0.00702877767496843,-0.008824090029802152,-0.4369143340789553,0.13724835980662983,-0.14114422747516264,-0.019793688858437106,-0.16395330940216796,-0.8088158044992573,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16,-0.1283687066010168,-0.3258922298342578,-0.2150565262076053,-0.28659581762084335,-0.06136441549537196,-0.28400137033230555,0.13860944674139747,0.09335161069225499,0.08260637309550353,-0.2436924827669353,-0.3802672147995889,-0.029690533287655658,-0.03784256776427997,-0.008824090029802152,-0.14279668702013176,-0.12775164019337015,0.6088557725248374,0.2024285333637851,-0.6132286717210086,0.5578508621674094,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
17,-0.06535673432628461,-0.3258922298342578,-0.2150565262076053,0.38007084904582333,-0.06136441549537196,-0.28400137033230555,0.00957718867688133,0.09335161069225499,-0.05200901151988109,-0.18717402006912068,-0.3802672147995889,-0.029690533287655658,0.010029548901218167,-0.008824090029802152,-0.4369143340789553,0.09724835980662984,0.35885577252483736,-0.019793688858437106,-0.019025773170283897,-0.4754824711659239,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18,0.057306571701860744,-0.3258922298342578,-0.2150565262076053,-0.28659581762084335,-0.06136441549537196,0.21599862966769445,0.05796428545107488,0.09335161069225499,-0.07123978075065032,-0.07715141268404156,-0.3802672147995889,0.636976133379011,0.005822860266288629,-0.008824090029802152,0.3866150776857506,-0.12775164019337015,-0.14114422747516264,-0.46423813330288155,-0.06250403403984911,-0.5754824711659239,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
19,-0.01914795465814766,-0.3258922298342578,0.03494347379239471,0.38007084904582333,-0.06136441549537196,-0.28400137033230555,0.13860944674139747,0.09335161069225499,0.16593970642883685,-0.14572714742405662,0.6197327852004111,-0.029690533287655658,0.032970024257033916,-0.008824090029802152,-0.4369143340789553,-0.12775164019337015,-0.14114422747516264,-0.24201591108065934,0.4737278500181219,0.6578508621674094,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20,0.07537000375395064,-0.3258922298342578,0.03494347379239471,-0.28659581762084335,-0.06136441549537196,-0.28400137033230555,-0.24042281132311866,-0.306648389307745,-0.128932088442958,-0.060949453377334706,-0.3802672147995889,-0.029690533287655658,-0.024381164132505455,-0.008824090029802152,-0.4369143340789553,-0.12775164019337015,0.10885577252483736,-0.24201591108065934,-0.19293881664854476,-0.6421491378325906,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
21,-0.0006644427908928809,0.8537687871148947,0.2849434737923947,-0.28659581762084335,-0.06136441549537196,0.7159986296676945,0.5109212746983867,0.49335161069225497,0.17234996283909326,0.3297815187402237,0.6197327852004111,-0.029690533287655658,0.03783108667961916,-0.008824090029802152,0.03367390121516235,0.3472483598066299,-0.14114422747516264,0.42465075558600734,0.4882206036413103,0.724517528834076,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22,-0.02166843354913695,-0.3258922298342578,0.03494347379239471,-0.28659581762084335,-0.06136441549537196,-0.28400137033230555,-0.25924001562419396,-0.306648389307745,-0.3084192679301375,-0.1479878859319692,-0.3802672147995889,-0.029690533287655658,-0.025418813995788072,-0.008824090029802152,-0.14279668702013176,-0.12775164019337015,0.35885577252483736,0.2024285333637851,-0.5987359180978201,-1.1421491378325905,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23,0.26692639946913654,-0.3258922298342578,0.03494347379239471,-0.28659581762084335,-0.06136441549537196,0.21599862966769445,0.08215783383817166,0.09335161069225499,0.15311919360832404,0.11086667322402173,-0.3802672147995889,-0.029690533287655658,-0.00398339835158045,-0.008824090029802152,-0.4369143340789553,0.22349835980662985,-0.14114422747516264,0.42465075558600734,0.44474234277174507,0.5911841955007427,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24,-0.04183226467705125,-0.3258922298342578,0.03494347379239471,0.38007084904582333,-0.06136441549537196,-0.28400137033230555,0.13323310265537597,0.09335161069225499,-0.013547473058342628,-0.1660737939952699,-0.3802672147995889,-0.029690533287655658,-0.055566749212783095,-0.008824090029802152,0.7395562541563389,-0.12775164019337015,0.35885577252483736,-0.24201591108065934,0.06793074856884654,-0.27548247116592395,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
25,-0.04183226467705125,-0.3258922298342578,0.03494347379239471,0.38007084904582333,-0.06136441549537196,-0.28400137033230555,-0.2726808758392477,-0.306648389307745,-0.06482952434039391,-0.1660737939952699,-0.3802672147995889,-0.029690533287655658,-0.017968301013479536,-0.008824090029802152,-0.4369143340789553,-0.12775164019337015,0.6088557725248374,-0.24201591108065934,-0.04801128041666071,0.5578508621674094,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26,0.18501083551198466,-0.3258922298342578,0.03494347379239471,-0.28659581762084335,-0.06136441549537196,0.21599862966769445,0.5606524574940857,0.49335161069225497,0.1851704756596061,0.03739267171686273,-0.3802672147995889,-0.029690533287655658,0.03797130963411681,-0.008824090029802152,-0.4369143340789553,0.6722483598066299,-0.14114422747516264,0.42465075558600734,0.5172061108876871,0.7578508621674094,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
27,-0.10904503510343226,-0.3258922298342578,0.03494347379239471,-0.28659581762084335,0.938635584504628,-0.28400137033230555,0.13860944674139747,0.09335161069225499,0.17234996283909326,-0.22636015420627217,-0.3802672147995889,-0.029690533287655658,-0.027746515040449084,-0.008824090029802152,-0.4369143340789553,-0.12775164019337015,0.35885577252483736,-0.24201591108065934,-0.29438809201086363,0.5245175288340761,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
28,0.22869913628913233,-0.3258922298342578,0.03494347379239471,0.38007084904582333,-0.06136441549537196,0.21599862966769445,0.4020503069564512,0.49335161069225497,0.1915807320698625,0.0765788058540142,-0.3802672147995889,-0.029690533287655658,0.012245071582281056,-0.008824090029802152,-0.4369143340789553,0.12224835980662985,-0.14114422747516264,0.42465075558600734,0.5172061108876871,0.7911841955007427,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
29,0.18501083551198466,-0.3258922298342578,-0.2150565262076053,0.38007084904582333,-0.06136441549537196,-0.28400137033230555,-0.20682066078548425,-0.306648389307745,-0.13534234485321442,0.03739267171686273,-0.3802672147995889,-0.029690533287655658,0.057518389491089394,-0.008824090029802152,-0.4369143340789553,-0.12775164019337015,0.10885577252483736,-0.24201591108065934,-0.20743157027173317,0.42451752883407606,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
30,-0.2686753648660872,-0.3258922298342578,-0.4650565262076053,-0.28659581762084335,-0.06136441549537196,-0.28400137033230555,-0.31300345648440897,-0.306648389307745,-0.3725218320327016,-0.3695402597074025,-0.3802672147995889,-0.029690533287655658,-0.03593553558311192,-0.008824090029802152,-0.31926727525542586,-0.12775164019337015,0.10885577252483736,-0.46423813330288155,-0.6422141789673853,-1.1421491378325905,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
31,-0.21448506870981748,0.3210811357831756,0.03494347379239471,-0.28659581762084335,-0.06136441549537196,-0.28400137033230555,-0.2995625962693552,-0.306648389307745,-0.3725218320327016,-0.06923882790634751,-0.3802672147995889,-0.029690533287655658,-0.015593858983985975,-0.008824090029802152,0.15132096003869175,-0.12775164019337015,-0.39114422747516264,-0.46423813330288155,-0.7436634543297042,-1.1421491378325905,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
32,0.028741144270648812,-0.3258922298342578,0.03494347379239471,-0.28659581762084335,-0.06136441549537196,-0.28400137033230555,-0.27133678981774234,-0.306648389307745,-0.07765003716090672,-0.10277311577371752,0.6197327852004111,-0.029690533287655658,-0.015182538317459532,-0.008824090029802152,-0.4369143340789553,-0.12775164019337015,0.10885577252483736,-0.24201591108065934,-0.07699678766303752,0.724517528834076,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
