Id,SaleStatus
1587,SoldSlow
1588,SoldSlow
1589,SoldSlow
1590,SoldSlow
1591,SoldSlow
1592,SoldSlow
1593,SoldSlow
1594,SoldSlow
1595,SoldSlow
1596,SoldFast
1597,SoldSlow
1598,SoldFast
1599,SoldFast
1600,SoldFast
1601,SoldSlow
1602,SoldSlow
1603,SoldSlow
1604,SoldFast
1605,SoldFast
1606,SoldSlow
1607,SoldSlow
1608,SoldFast
1609,SoldFast
1610,SoldSlow
1611,SoldSlow
1612,SoldSlow
1613,SoldSlow
1614,SoldSlow
1615,SoldSlow
1616,SoldSlow
1617,SoldSlow
1618,SoldSlow
1619,SoldSlow
1620,SoldSlow
1621,SoldSlow
1622,SoldSlow
1623,SoldFast
1624,SoldSlow
1625,SoldSlow
1626,SoldSlow
1627,SoldSlow
1628,SoldFast
1629,SoldFast
1630,SoldSlow
1631,SoldFast
1632,SoldFast
1633,SoldFast
1634,SoldSlow
1635,SoldSlow
1636,SoldSlow
1637,SoldSlow
1638,SoldSlow
1639,SoldSlow
1640,SoldSlow
1641,SoldSlow
1642,SoldFast
1643,SoldFast
1644,SoldFast
1645,SoldSlow
1646,SoldSlow
1647,SoldFast
1648,SoldSlow
1649,SoldSlow
1650,SoldSlow
1651,SoldSlow
1652,SoldSlow
1653,SoldSlow
1654,SoldSlow
1655,SoldSlow
1656,SoldSlow
1657,SoldSlow
1658,SoldSlow
1659,SoldFast
1660,SoldSlow
1661,SoldSlow
1662,SoldSlow
1663,SoldFast
1664,SoldFast
1665,SoldFast
1666,SoldFast
1667,SoldSlow
1668,SoldFast
1669,SoldFast
1670,SoldFast
1671,SoldFast
1672,SoldFast
1673,SoldSlow
1674,SoldFast
1675,SoldSlow
1676,SoldSlow
1677,SoldFast
1678,SoldFast
1679,SoldFast
1680,SoldFast
1681,SoldFast
1682,SoldFast
1683,SoldFast
1684,SoldFast
1685,SoldSlow
1686,SoldFast
1687,SoldFast
1688,SoldFast
1689,SoldFast
1690,SoldFast
1691,SoldFast
1692,SoldFast
1693,SoldFast
1694,SoldSlow
1695,SoldFast
1696,SoldSlow
1697,SoldFast
1698,SoldSlow
1699,SoldFast
1700,SoldSlow
1701,SoldFast
1702,SoldFast
1703,SoldFast
1704,SoldFast
1705,SoldFast
1706,SoldFast
1707,SoldFast
1708,SoldFast
1709,SoldFast
1710,SoldFast
1711,SoldFast
1712,SoldFast
1713,SoldFast
1714,SoldFast
1715,SoldFast
1716,SoldFast
1717,SoldFast
1718,SoldSlow
1719,SoldFast
1720,SoldFast
1721,SoldFast
1722,SoldSlow
1723,SoldSlow
1724,SoldFast
1725,SoldSlow
1726,SoldSlow
1727,SoldSlow
1728,SoldFast
1729,SoldSlow
1730,SoldSlow
1731,SoldSlow
1732,SoldSlow
1733,SoldSlow
1734,SoldSlow
1735,SoldSlow
1736,SoldSlow
1737,SoldFast
1738,SoldFast
1739,SoldSlow
1740,SoldSlow
1741,SoldSlow
1742,SoldSlow
1743,SoldFast
1744,SoldFast
1745,SoldFast
1746,SoldSlow
1747,SoldSlow
1748,SoldSlow
1749,SoldSlow
1750,SoldSlow
1751,SoldSlow
1752,SoldSlow
1753,SoldSlow
1754,SoldSlow
1755,SoldSlow
1756,SoldSlow
1757,SoldSlow
1758,SoldSlow
1759,SoldSlow
1760,SoldSlow
1761,SoldSlow
1762,SoldSlow
1763,SoldFast
1764,SoldSlow
1765,SoldSlow
1766,SoldSlow
1767,SoldSlow
1768,SoldSlow
1769,SoldFast
1770,SoldSlow
1771,SoldSlow
1772,SoldSlow
1773,SoldSlow
1774,SoldSlow
1775,SoldSlow
1776,SoldSlow
1777,SoldSlow
1778,SoldSlow
1779,SoldSlow
1780,SoldFast
1781,SoldSlow
1782,SoldSlow
1783,SoldSlow
1784,SoldSlow
1785,SoldSlow
1786,SoldSlow
1787,SoldFast
1788,SoldSlow
1789,SoldSlow
1790,SoldSlow
1791,SoldSlow
1792,SoldFast
1793,SoldSlow
1794,SoldSlow
1795,SoldSlow
1796,SoldSlow
1797,SoldSlow
1798,SoldSlow
1799,SoldSlow
1800,SoldSlow
1801,SoldSlow
1802,SoldSlow
1803,SoldSlow
1804,SoldSlow
1805,SoldSlow
1806,SoldFast
1807,SoldSlow
1808,SoldSlow
1809,SoldSlow
1810,SoldSlow
1811,SoldSlow
1812,SoldSlow
1813,SoldSlow
1814,SoldSlow
1815,SoldSlow
1816,SoldSlow
1817,SoldSlow
1818,SoldSlow
1819,SoldFast
1820,SoldSlow
1821,SoldFast
1822,SoldSlow
1823,SoldSlow
1824,SoldFast
1825,SoldSlow
1826,SoldSlow
1827,SoldSlow
1828,SoldSlow
1829,SoldSlow
1830,SoldSlow
1831,SoldFast
1832,SoldSlow
1833,SoldSlow
1834,SoldFast
1835,SoldFast
1836,SoldFast
1837,SoldSlow
1838,SoldFast
1839,SoldSlow
1840,SoldSlow
1841,SoldSlow
1842,SoldSlow
1843,SoldSlow
1844,SoldSlow
1845,SoldSlow
1846,SoldSlow
1847,SoldSlow
1848,SoldSlow
1849,SoldSlow
1850,SoldSlow
1851,SoldFast
1852,SoldSlow
1853,SoldSlow
1854,SoldFast
1855,SoldSlow
1856,SoldFast
1857,SoldSlow
1858,SoldSlow
1859,SoldSlow
1860,NotSold
1861,SoldSlow
1862,SoldSlow
1863,SoldSlow
1864,SoldSlow
1865,SoldFast
1866,SoldFast
1867,SoldFast
1868,SoldFast
1869,SoldFast
1870,SoldFast
1871,SoldFast
1872,SoldSlow
1873,SoldFast
1874,SoldSlow
1875,SoldFast
1876,SoldSlow
1877,SoldFast
1878,SoldFast
1879,SoldSlow
1880,SoldSlow
1881,SoldFast
1882,SoldFast
1883,SoldFast
1884,SoldFast
1885,SoldFast
1886,SoldFast
1887,SoldFast
1888,SoldFast
1889,SoldSlow
1890,SoldSlow
1891,SoldSlow
1892,SoldSlow
1893,SoldSlow
1894,SoldSlow
1895,SoldSlow
1896,SoldSlow
1897,SoldSlow
1898,SoldSlow
1899,SoldSlow
1900,SoldFast
1901,SoldSlow
1902,SoldSlow
1903,SoldSlow
1904,SoldSlow
1905,SoldSlow
1906,SoldSlow
1907,SoldSlow
1908,SoldSlow
1909,SoldSlow
1910,SoldSlow
1911,SoldSlow
1912,SoldSlow
1913,SoldSlow
1914,SoldSlow
1915,SoldFast
1916,SoldSlow
1917,SoldFast
1918,SoldSlow
1919,SoldSlow
1920,SoldSlow
1921,SoldFast
1922,SoldFast
1923,SoldSlow
1924,SoldFast
1925,SoldSlow
1926,SoldFast
1927,SoldSlow
1928,SoldSlow
1929,SoldSlow
1930,SoldSlow
1931,SoldSlow
1932,SoldSlow
1933,SoldSlow
1934,SoldSlow
1935,SoldSlow
1936,SoldSlow
1937,SoldSlow
1938,SoldSlow
1939,SoldFast
1940,SoldFast
1941,SoldSlow
1942,SoldSlow
1943,SoldFast
1944,SoldSlow
1945,SoldFast
1946,SoldSlow
1947,SoldFast
1948,SoldSlow
1949,SoldFast
1950,SoldFast
1951,SoldSlow
1952,SoldFast
1953,SoldSlow
1954,SoldSlow
1955,SoldSlow
1956,SoldSlow
1957,SoldSlow
1958,SoldSlow
1959,SoldSlow
1960,SoldSlow
1961,SoldSlow
1962,SoldSlow
1963,SoldSlow
1964,SoldSlow
1965,SoldSlow
1966,SoldFast
1967,SoldFast
1968,SoldSlow
1969,SoldFast
1970,SoldSlow
1971,SoldSlow
1972,SoldFast
1973,SoldFast
1974,SoldSlow
1975,SoldFast
1976,SoldFast
1977,SoldSlow
1978,SoldSlow
1979,SoldFast
1980,SoldFast
1981,SoldFast
1982,SoldFast
1983,SoldFast
1984,SoldFast
1985,SoldFast
1986,SoldFast
1987,SoldFast
1988,SoldSlow
1989,SoldFast
1990,SoldSlow
1991,SoldFast
1992,SoldFast
1993,SoldFast
1994,SoldSlow
1995,SoldFast
1996,SoldFast
1997,SoldFast
1998,SoldFast
1999,SoldSlow
2000,SoldSlow
2001,SoldSlow
2002,SoldFast
2003,SoldFast
2004,SoldFast
2005,SoldFast
2006,SoldFast
2007,SoldFast
2008,SoldFast
2009,SoldSlow
2010,SoldFast
2011,SoldFast
2012,SoldFast
2013,SoldSlow
2014,SoldSlow
2015,SoldFast
2016,SoldSlow
2017,SoldFast
2018,SoldSlow
2019,SoldSlow
2020,SoldSlow
2021,SoldSlow
2022,SoldSlow
2023,SoldSlow
2024,SoldSlow
2025,SoldSlow
2026,SoldFast
2027,SoldSlow
2028,SoldFast
2029,SoldSlow
2030,SoldFast
2031,SoldFast
2032,SoldFast
2033,SoldFast
2034,SoldFast
2035,SoldFast
2036,SoldFast
2037,SoldFast
2038,SoldFast
2039,SoldFast
2040,SoldSlow
2041,SoldFast
2042,SoldFast
2043,SoldSlow
2044,SoldSlow
2045,SoldFast
2046,SoldSlow
2047,SoldSlow
2048,SoldSlow
2049,SoldSlow
2050,SoldFast
2051,SoldSlow
2052,SoldSlow
2053,SoldSlow
2054,SoldSlow
2055,SoldSlow
2056,SoldSlow
2057,SoldSlow
2058,SoldSlow
2059,SoldSlow
2060,SoldSlow
2061,SoldSlow
2062,SoldSlow
2063,SoldSlow
2064,SoldSlow
2065,SoldSlow
2066,SoldSlow
2067,SoldSlow
2068,SoldSlow
2069,SoldSlow
2070,SoldSlow
2071,SoldSlow
2072,SoldSlow
2073,SoldSlow
2074,SoldFast
2075,SoldSlow
2076,SoldSlow
2077,SoldSlow
2078,SoldSlow
2079,SoldSlow
2080,SoldSlow
2081,SoldSlow
2082,SoldSlow
2083,SoldSlow
2084,SoldSlow
2085,SoldSlow
2086,SoldSlow
2087,SoldSlow
2088,SoldSlow
2089,SoldSlow
2090,SoldFast
2091,SoldSlow
2092,SoldSlow
2093,SoldSlow
2094,SoldFast
2095,SoldSlow
2096,SoldSlow
2097,SoldSlow
2098,SoldSlow
2099,SoldSlow
2100,SoldSlow
2101,SoldSlow
2102,SoldFast
2103,SoldSlow
2104,SoldSlow
2105,SoldSlow
2106,SoldSlow
2107,SoldSlow
2108,SoldSlow
2109,SoldSlow
2110,SoldSlow
2111,SoldFast
2112,SoldSlow
2113,SoldSlow
2114,SoldFast
2115,SoldFast
2116,SoldSlow
2117,SoldSlow
2118,SoldSlow
2119,SoldSlow
2120,SoldSlow
2121,SoldSlow
2122,SoldSlow
2123,SoldSlow
2124,SoldSlow
2125,SoldSlow
2126,SoldSlow
2127,SoldSlow
2128,SoldFast
2129,SoldSlow
2130,SoldFast
2131,SoldSlow
2132,SoldSlow
2133,SoldSlow
2134,SoldSlow
2135,SoldSlow
2136,SoldSlow
2137,SoldSlow
2138,SoldSlow
2139,SoldSlow
2140,SoldSlow
2141,SoldSlow
2142,SoldSlow
2143,SoldSlow
2144,SoldSlow
2145,SoldSlow
2146,SoldSlow
2147,SoldSlow
2148,SoldSlow
2149,SoldSlow
2150,SoldFast
2151,SoldFast
2152,SoldSlow
2153,SoldSlow
2154,SoldSlow
2155,SoldSlow
2156,SoldSlow
2157,SoldFast
2158,SoldSlow
2159,SoldSlow
2160,SoldFast
2161,SoldFast
2162,SoldFast
2163,SoldFast
2164,SoldFast
2165,SoldSlow
2166,SoldSlow
2167,SoldFast
2168,SoldSlow
2169,SoldFast
2170,SoldFast
2171,SoldSlow
2172,SoldSlow
2173,SoldSlow
2174,SoldSlow
2175,SoldFast
2176,SoldFast
2177,SoldSlow
2178,SoldFast
2179,SoldSlow
2180,SoldSlow
2181,SoldFast
2182,SoldFast
2183,SoldFast
2184,SoldSlow
2185,SoldSlow
2186,SoldSlow
2187,SoldSlow
2188,SoldFast
2189,SoldSlow
2190,SoldSlow
2191,SoldSlow
2192,SoldSlow
2193,SoldSlow
2194,SoldSlow
2195,SoldSlow
2196,SoldSlow
2197,SoldSlow
2198,SoldFast
2199,SoldSlow
2200,SoldFast
2201,SoldSlow
2202,SoldFast
2203,SoldSlow
2204,SoldSlow
2205,SoldSlow
2206,SoldSlow
2207,SoldFast
2208,SoldSlow
2209,SoldSlow
2210,SoldSlow
2211,SoldSlow
2212,SoldSlow
2213,SoldSlow
2214,SoldSlow
2215,SoldSlow
2216,SoldSlow
2217,SoldSlow
2218,SoldSlow
2219,SoldSlow
2220,SoldSlow
2221,SoldFast
2222,SoldFast
2223,SoldSlow
2224,SoldFast
2225,SoldSlow
2226,SoldSlow
2227,SoldFast
2228,SoldFast
2229,SoldFast
2230,SoldSlow
2231,SoldFast
2232,SoldSlow
2233,SoldSlow
2234,SoldFast
2235,SoldSlow
2236,SoldFast
2237,SoldFast
2238,SoldFast
2239,SoldSlow
2240,SoldSlow
2241,SoldSlow
2242,SoldSlow
2243,SoldSlow
2244,SoldSlow
2245,SoldSlow
2246,SoldSlow
2247,SoldSlow
2248,SoldSlow
2249,SoldSlow
2250,SoldSlow
2251,SoldSlow
2252,SoldSlow
2253,SoldSlow
2254,SoldSlow
2255,SoldSlow
2256,SoldFast
2257,SoldSlow
2258,SoldFast
2259,SoldSlow
2260,SoldSlow
2261,SoldFast
2262,SoldFast
2263,SoldSlow
2264,SoldFast
2265,SoldSlow
2266,SoldFast
2267,SoldFast
2268,SoldFast
2269,SoldSlow
2270,SoldFast
2271,SoldFast
2272,SoldFast
2273,SoldSlow
2274,SoldSlow
2275,SoldSlow
2276,SoldFast
2277,SoldSlow
2278,SoldSlow
2279,SoldSlow
2280,SoldSlow
2281,SoldSlow
2282,SoldSlow
2283,SoldSlow
2284,SoldSlow
2285,SoldFast
2286,SoldSlow
2287,SoldFast
2288,SoldFast
2289,SoldFast
2290,SoldSlow
2291,SoldSlow
2292,SoldFast
2293,SoldSlow
2294,SoldSlow
2295,SoldFast
2296,SoldFast
2297,SoldFast
2298,SoldFast
2299,SoldSlow
2300,SoldSlow
2301,SoldFast
2302,SoldFast
2303,SoldFast
2304,SoldFast
2305,SoldSlow
2306,SoldSlow
2307,SoldSlow
2308,SoldFast
2309,SoldFast
2310,SoldFast
2311,SoldFast
2312,SoldSlow
2313,SoldSlow
2314,SoldFast
2315,SoldSlow
2316,SoldSlow
2317,SoldSlow
2318,SoldSlow
2319,SoldFast
2320,SoldFast
2321,SoldFast
2322,SoldFast
2323,SoldFast
2324,SoldFast
2325,SoldFast
2326,SoldFast
2327,SoldFast
2328,SoldSlow
2329,SoldSlow
2330,SoldSlow
2331,SoldSlow
2332,SoldSlow
2333,SoldSlow
2334,SoldSlow
2335,SoldFast
2336,SoldSlow
2337,SoldFast
2338,SoldFast
2339,SoldFast
2340,SoldFast
2341,SoldFast
2342,SoldFast
2343,SoldFast
2344,SoldSlow
2345,SoldFast
2346,SoldFast
2347,SoldFast
2348,SoldFast
2349,SoldSlow
2350,SoldFast
2351,SoldFast
2352,SoldFast
2353,SoldSlow
2354,SoldSlow
2355,SoldFast
2356,SoldSlow
2357,SoldFast
2358,SoldSlow
2359,SoldSlow
2360,SoldSlow
2361,SoldSlow
2362,SoldSlow
2363,SoldSlow
2364,SoldSlow
2365,SoldFast
2366,SoldFast
2367,SoldFast
2368,SoldFast
2369,SoldFast
2370,SoldSlow
2371,SoldSlow
2372,SoldFast
2373,SoldFast
2374,SoldSlow
2375,SoldFast
2376,SoldSlow
2377,SoldSlow
2378,SoldSlow
2379,SoldSlow
2380,SoldSlow
2381,SoldSlow
2382,SoldFast
2383,SoldFast
2384,SoldSlow
2385,SoldSlow
2386,SoldSlow
2387,SoldSlow
2388,SoldSlow
2389,SoldSlow
2390,SoldSlow
2391,SoldSlow
2392,SoldSlow
2393,SoldFast
2394,SoldSlow
2395,SoldSlow
2396,SoldFast
2397,SoldSlow
2398,SoldSlow
2399,SoldSlow
2400,SoldSlow
2401,SoldSlow
2402,SoldSlow
2403,SoldSlow
2404,SoldSlow
2405,SoldSlow
2406,SoldSlow
2407,SoldSlow
2408,SoldSlow
2409,SoldSlow
2410,SoldSlow
2411,SoldSlow
2412,SoldSlow
2413,SoldSlow
2414,SoldSlow
2415,SoldSlow
2416,SoldSlow
2417,SoldSlow
2418,SoldSlow
2419,SoldSlow
2420,SoldSlow
2421,SoldSlow
2422,SoldSlow
2423,SoldSlow
2424,SoldSlow
2425,SoldSlow
2426,SoldSlow
2427,SoldSlow
2428,SoldFast
2429,SoldSlow
2430,SoldSlow
2431,SoldSlow
2432,SoldSlow
2433,SoldSlow
2434,SoldSlow
2435,SoldSlow
2436,SoldSlow
2437,SoldSlow
2438,SoldSlow
2439,SoldSlow
2440,SoldSlow
2441,SoldSlow
2442,SoldSlow
2443,SoldSlow
2444,SoldSlow
2445,SoldSlow
2446,SoldSlow
2447,SoldFast
2448,SoldFast
2449,SoldSlow
2450,SoldSlow
2451,SoldSlow
2452,SoldSlow
2453,SoldSlow
2454,SoldSlow
2455,SoldSlow
2456,SoldSlow
2457,SoldSlow
2458,SoldSlow
2459,SoldSlow
2460,SoldSlow
2461,SoldSlow
2462,SoldSlow
2463,SoldSlow
2464,SoldSlow
2465,SoldSlow
2466,SoldSlow
2467,SoldFast
2468,SoldSlow
2469,SoldSlow
2470,SoldSlow
2471,SoldFast
2472,SoldSlow
2473,SoldSlow
2474,SoldSlow
2475,SoldSlow
2476,SoldSlow
2477,SoldSlow
2478,SoldSlow
2479,SoldSlow
2480,SoldSlow
2481,SoldSlow
2482,SoldSlow
2483,SoldSlow
2484,SoldSlow
2485,SoldSlow
2486,SoldSlow
2487,SoldSlow
2488,SoldFast
2489,SoldSlow
2490,SoldSlow
2491,SoldSlow
2492,SoldSlow
2493,SoldSlow
2494,SoldSlow
2495,SoldSlow
2496,SoldSlow
2497,SoldFast
2498,SoldSlow
2499,SoldSlow
2500,SoldSlow
2501,SoldSlow
2502,SoldSlow
2503,SoldSlow
2504,SoldSlow
2505,SoldSlow
2506,SoldFast
2507,SoldFast
2508,SoldFast
2509,SoldFast
2510,SoldFast
2511,SoldFast
2512,SoldFast
2513,SoldFast
2514,NotSold
2515,SoldSlow
2516,SoldSlow
2517,SoldSlow
2518,SoldSlow
2519,SoldFast
2520,SoldFast
2521,SoldFast
2522,SoldFast
2523,SoldSlow
2524,SoldSlow
2525,SoldSlow
2526,SoldSlow
2527,SoldSlow
2528,SoldSlow
2529,SoldSlow
2530,SoldSlow
2531,SoldFast
2532,SoldFast
2533,SoldFast
2534,SoldFast
2535,SoldSlow
2536,SoldSlow
2537,SoldFast
2538,SoldFast
2539,SoldFast
2540,SoldSlow
2541,SoldFast
2542,SoldSlow
2543,SoldSlow
2544,SoldSlow
2545,SoldSlow
2546,SoldSlow
2547,SoldSlow
2548,SoldSlow
2549,SoldSlow
2550,SoldSlow
2551,SoldSlow
2552,SoldSlow
2553,SoldSlow
2554,SoldSlow
2555,SoldSlow
2556,SoldSlow
2557,SoldSlow
2558,SoldSlow
2559,SoldSlow
2560,SoldSlow
2561,SoldFast
2562,SoldFast
2563,SoldFast
2564,SoldFast
2565,SoldSlow
2566,SoldSlow
2567,SoldSlow
2568,SoldSlow
2569,SoldSlow
2570,SoldSlow
2571,SoldSlow
2572,SoldFast
2573,SoldFast
2574,SoldSlow
2575,SoldSlow
2576,SoldSlow
2577,SoldSlow
2578,SoldSlow
2579,SoldSlow
2580,SoldSlow
2581,SoldSlow
2582,SoldSlow
2583,SoldFast
2584,SoldSlow
2585,SoldSlow
2586,SoldFast
2587,SoldFast
2588,SoldFast
2589,SoldSlow
2590,SoldFast
2591,SoldSlow
2592,SoldFast
2593,SoldFast
2594,SoldFast
2595,SoldFast
2596,SoldFast
2597,SoldSlow
2598,SoldSlow
2599,SoldFast
2600,SoldSlow
2601,NotSold
2602,SoldSlow
2603,SoldSlow
2604,SoldSlow
2605,SoldSlow
2606,SoldSlow
2607,SoldSlow
2608,SoldSlow
2609,SoldSlow
2610,SoldSlow
2611,SoldSlow
2612,SoldSlow
2613,SoldSlow
2614,SoldSlow
2615,SoldSlow
2616,SoldSlow
2617,SoldSlow
2618,SoldSlow
2619,SoldFast
2620,SoldSlow
2621,SoldSlow
2622,SoldSlow
2623,SoldFast
2624,SoldSlow
2625,SoldSlow
2626,SoldSlow
2627,SoldFast
2628,SoldSlow
2629,SoldSlow
2630,SoldFast
2631,SoldFast
2632,SoldSlow
2633,SoldFast
2634,SoldFast
2635,SoldSlow
2636,SoldFast
2637,SoldFast
2638,SoldSlow
2639,SoldSlow
2640,SoldSlow
2641,SoldSlow
2642,SoldSlow
2643,SoldSlow
2644,SoldSlow
2645,SoldSlow
2646,SoldSlow
2647,SoldSlow
2648,SoldSlow
2649,SoldSlow
2650,SoldFast
2651,SoldSlow
2652,SoldSlow
2653,SoldFast
2654,SoldFast
2655,SoldFast
2656,SoldFast
2657,SoldFast
2658,SoldFast
2659,SoldSlow
2660,SoldSlow
2661,SoldFast
2662,SoldFast
2663,SoldFast
2664,SoldFast
2665,SoldFast
2666,SoldFast
2667,SoldSlow
2668,SoldFast
2669,SoldSlow
2670,SoldSlow
2671,SoldFast
2672,SoldFast
2673,SoldFast
2674,SoldFast
2675,SoldFast
2676,SoldFast
2677,SoldSlow
2678,SoldSlow
2679,SoldFast
2680,SoldFast
2681,SoldSlow
2682,SoldSlow
2683,SoldSlow
2684,SoldSlow
2685,SoldSlow
2686,SoldFast
2687,SoldFast
2688,SoldFast
2689,SoldFast
2690,SoldSlow
2691,SoldSlow
2692,SoldSlow
2693,SoldFast
2694,SoldSlow
2695,SoldFast
2696,SoldFast
2697,SoldSlow
2698,SoldSlow
2699,SoldSlow
2700,SoldSlow
2701,SoldSlow
2702,SoldSlow
2703,SoldSlow
2704,SoldSlow
2705,SoldSlow
2706,SoldSlow
2707,SoldSlow
2708,SoldSlow
2709,SoldSlow
2710,SoldSlow
2711,SoldSlow
2712,SoldSlow
2713,SoldFast
2714,SoldFast
2715,SoldSlow
2716,SoldFast
2717,SoldFast
2718,SoldFast
2719,SoldSlow
2720,SoldFast
2721,SoldSlow
2722,SoldSlow
2723,SoldSlow
2724,SoldSlow
2725,SoldSlow
2726,SoldSlow
2727,SoldSlow
2728,SoldFast
2729,SoldSlow
2730,SoldSlow
2731,SoldSlow
2732,SoldSlow
2733,SoldSlow
2734,SoldSlow
2735,SoldSlow
2736,SoldSlow
2737,SoldSlow
2738,SoldSlow
2739,SoldSlow
2740,SoldSlow
2741,SoldSlow
2742,SoldSlow
2743,SoldSlow
2744,SoldSlow
2745,SoldSlow
2746,SoldSlow
2747,SoldFast
2748,SoldSlow
2749,SoldSlow
2750,SoldSlow
2751,SoldSlow
2752,SoldFast
2753,SoldSlow
2754,SoldSlow
2755,SoldSlow
2756,SoldSlow
2757,SoldSlow
2758,SoldSlow
2759,SoldSlow
2760,SoldSlow
2761,SoldSlow
2762,SoldSlow
2763,SoldSlow
2764,SoldFast
2765,SoldSlow
2766,SoldSlow
2767,SoldSlow
2768,SoldSlow
2769,SoldSlow
2770,SoldFast
2771,SoldSlow
2772,SoldSlow
2773,SoldSlow
2774,SoldSlow
2775,SoldSlow
2776,SoldSlow
2777,SoldFast
2778,SoldFast
2779,SoldSlow
2780,SoldSlow
2781,SoldSlow
2782,SoldSlow
2783,SoldSlow
2784,SoldSlow
2785,SoldSlow
2786,SoldSlow
2787,SoldSlow
2788,SoldSlow
2789,SoldSlow
2790,SoldSlow
2791,SoldSlow
2792,SoldSlow
2793,SoldSlow
2794,SoldSlow
2795,SoldSlow
2796,SoldSlow
2797,SoldSlow
2798,SoldSlow
2799,SoldSlow
2800,SoldSlow
2801,SoldSlow
2802,SoldSlow
2803,SoldSlow
2804,SoldSlow
2805,SoldSlow
2806,SoldSlow
2807,SoldFast
2808,SoldSlow
2809,SoldSlow
2810,SoldSlow
2811,SoldSlow
2812,SoldSlow
2813,SoldSlow
2814,SoldSlow
2815,SoldSlow
2816,SoldFast
2817,SoldSlow
2818,SoldSlow
2819,SoldFast
2820,SoldSlow
2821,SoldSlow
2822,SoldSlow
2823,SoldSlow
2824,SoldSlow
2825,SoldSlow
2826,SoldSlow
2827,SoldFast
2828,SoldSlow
2829,SoldSlow
2830,SoldFast
2831,SoldFast
2832,SoldSlow
2833,SoldFast
2834,SoldFast
2835,SoldFast
2836,SoldFast
2837,SoldSlow
2838,SoldSlow
2839,SoldSlow
2840,SoldFast
2841,SoldFast
2842,SoldFast
2843,SoldFast
2844,SoldSlow
2845,SoldSlow
2846,SoldFast
2847,SoldSlow
2848,SoldFast
2849,SoldFast
2850,SoldFast
2851,SoldSlow
2852,SoldFast
2853,SoldSlow
2854,SoldSlow
2855,SoldFast
2856,SoldFast
2857,SoldFast
2858,SoldFast
2859,SoldSlow
2860,SoldSlow
2861,SoldSlow
2862,SoldFast
2863,SoldSlow
2864,SoldSlow
2865,SoldSlow
2866,SoldFast
2867,SoldSlow
2868,SoldSlow
2869,SoldSlow
2870,SoldSlow
2871,SoldSlow
2872,SoldSlow
2873,SoldSlow
2874,SoldSlow
2875,SoldFast
2876,SoldFast
2877,SoldFast
2878,SoldFast
2879,SoldSlow
2880,SoldSlow
2881,SoldFast
2882,SoldSlow
2883,SoldFast
2884,SoldFast
2885,SoldSlow
2886,SoldSlow
2887,SoldSlow
2888,SoldSlow
2889,SoldSlow
2890,SoldSlow
2891,SoldSlow
2892,SoldSlow
2893,SoldSlow
2894,SoldSlow
2895,SoldFast
2896,SoldFast
2897,SoldSlow
2898,SoldSlow
2899,SoldFast
2900,SoldSlow
2901,SoldFast
2902,SoldSlow
2903,SoldFast
2904,SoldFast
